--------- beginning of /dev/log/system
01-01 00:00:10.639 I/Vold    (  104): Vold 2.1 (the revenge) firing up
01-01 00:00:10.649 D/Vold    (  104): Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:10.649 D/Vold    (  104): Volume usbdisk state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:20.149 I/SystemServer(  491): Entered the Android system server!
01-01 00:31:17.299 D/wpa_supplicant(  540): wlan0: State: SCANNING -> INACTIVE
01-01 00:31:17.299 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:17.299 D/wpa_supplicant(  540): P2P: Add operating class 81
01-01 00:31:17.299 D/wpa_supplicant(  540): P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
01-01 00:31:17.299 D/wpa_supplicant(  540): P2P: Update channel list
01-01 00:31:17.299 D/wpa_supplicant(  540): P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
01-01 00:31:17.299 D/wpa_supplicant(  540): P2P: cli_channels:
01-01 00:31:17.299 D/wpa_supplicant(  540): P2P: indoor_channels:
01-01 00:31:17.299 D/wpa_supplicant(  540): wlan0: Determining shared radio frequencies (max len 1)
01-01 00:31:17.299 D/wpa_supplicant(  540): wlan0: Shared frequencies (len=0): completed iteration
01-01 00:31:17.299 D/wpa_supplicant(  540): p2p0: Updating scan results from sibling
01-01 00:31:17.299 D/wpa_supplicant(  540): nl80211: Received scan results (10 BSSes)
01-01 00:31:17.299 D/wpa_supplicant(  540): nl80211: Survey data missing
01-01 00:31:17.299 D/wpa_supplicant(  540): p2p0: BSS: Start scan result update 129
01-01 00:31:17.299 D/wpa_supplicant(  540): p2p0: BSS: Add new id 86 BSSID 00:1a:1e:55:e5:61 SSID ''
01-01 00:31:17.299 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:17.299 D/wpa_supplicant(  540): BSS: last_scan_res_used=10/32
01-01 00:31:17.299 D/wpa_supplicant(  540): p2p0: New scan results available (own=0 ext=0)
01-01 00:31:17.299 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:17.299 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:17.299 D/wpa_supplicant(  540): WPS: AP[0] 4c:e6:76:cc:61:5d type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:17.299 D/wpa_supplicant(  540): WPS: AP[1] 20:4e:7f:32:b9:78 type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:17.299 D/wpa_supplicant(  540): p2p0: No suitable network found
01-01 00:31:17.299 D/wpa_supplicant(  540): nl80211: wpa_driver_nl80211_event_receive->nl_recvmsgs failed: -11
01-01 00:31:17.299 D/wpa_supplicant(  540): wlan0: Control interface command 'BSS RANGE=0- MASK=0x21987'
01-01 00:31:17.319 W/CameraSource(  112): Timed out waiting for incoming camera video frames: 1098650215 us
01-01 00:31:17.459 I/ActivityManager(  491): Killing 1410:com.google.android.youtube/u0a72 (adj 15): empty for 1802s
01-01 00:31:17.459 I/ActivityManager(  491): Killing 1366:com.android.exchange/u0a39 (adj 15): empty for 1806s
01-01 00:31:17.459 I/ActivityManager(  491): Killing 1293:com.android.cellbroadcastreceiver/u0a31 (adj 15): empty for 1809s
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: Control interface command 'SCAN'
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: Setting scan request: 0.000000 sec
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: State: INACTIVE -> SCANNING
01-01 00:31:17.529 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: Starting AP scan for wildcard SSID
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS: Building WPS IE for Probe Request
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Version (hardcoded 0x10)
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Request Type
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Config Methods (4288)
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * UUID-E
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Primary Device Type
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * RF Bands (1)
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Association State
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Configuration Error (0)
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Device Password ID (0)
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Manufacturer
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Model Name
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Model Number
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Device Name
01-01 00:31:17.529 D/wpa_supplicant(  540): WPS:  * Version2 (0x20)
01-01 00:31:17.529 D/wpa_supplicant(  540): P2P: * P2P IE header
01-01 00:31:17.529 D/wpa_supplicant(  540): P2P: * Capability dev=25 group=00
01-01 00:31:17.529 D/wpa_supplicant(  540): P2P: * Listen Channel: Regulatory Class 81 Channel 11
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: Add radio work 'scan'@0xb7f1f8a0
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: First radio work item in the queue - schedule start immediately
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: Starting radio work 'scan'@0xb7f1f8a0 after 0.000087 second wait
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: nl80211: scan request
01-01 00:31:17.529 D/wpa_supplicant(  540): Scan requested (ret=0) - scan timeout 30 seconds
01-01 00:31:17.529 D/wpa_supplicant(  540): nl80211: Drv Event 33 (NL80211_CMD_TRIGGER_SCAN) received for wlan0
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: nl80211: Scan trigger
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: Event SCAN_STARTED (49) received
01-01 00:31:17.529 D/wpa_supplicant(  540): wlan0: Own scan request started a scan in 0.000174 seconds
01-01 00:31:17.529 I/wpa_supplicant(  540): wlan0: CTRL-EVENT-SCAN-STARTED 
01-01 00:31:17.529 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:17.529 D/wpa_supplicant(  540): nl80211: wpa_driver_nl80211_event_receive->nl_recvmsgs failed: -11
01-01 00:31:17.669 I/EventLogService(  755): Aggregate from 1072929026463 (log), 1072929026463 (data)
01-01 00:31:17.699 F/ActivityManager(  491): Service ServiceRecord{21b7cbec u0 com.google.android.youtube/com.google.android.apps.youtube.core.transfer.DownloadService} in process ProcessRecord{21b1c380 1410:com.google.android.youtube/u0a72} not same as in map: null
01-01 00:31:17.989 I/ActivityManager(  491): Killing 717:android.process.acore/u0a3 (adj 15): empty for 1802s
01-01 00:31:18.149 D/wpa_supplicant(  540): nl80211: Drv Event 34 (NL80211_CMD_NEW_SCAN_RESULTS) received for wlan0
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: nl80211: New scan results available
01-01 00:31:18.149 D/wpa_supplicant(  540): nl80211: Scan probed for SSID ''
01-01 00:31:18.149 D/wpa_supplicant(  540): nl80211: Scan included frequencies: 2412 2417 2422 2427 2432 2437 2442 2447 2452 2457 2462 2467 2472
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: Event SCAN_RESULTS (3) received
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: Scan completed in 0.624256 seconds
01-01 00:31:18.149 D/wpa_supplicant(  540): nl80211: Received scan results (13 BSSes)
01-01 00:31:18.149 D/wpa_supplicant(  540): nl80211: Survey data missing
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: BSS: Start scan result update 130
01-01 00:31:18.149 D/wpa_supplicant(  540): BSS: last_scan_res_used=13/32
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: New scan results available (own=1 ext=0)
01-01 00:31:18.149 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:18.149 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:18.149 D/wpa_supplicant(  540): WPS: AP[0] 4c:e6:76:cc:61:5d type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:18.149 D/wpa_supplicant(  540): WPS: AP[1] 20:4e:7f:32:b9:78 type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: Radio work 'scan'@0xb7f1f8a0 done in 0.627129 seconds
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: No suitable network found
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: Use normal scan instead of sched_scan for initial scans (normal_scans=1)
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: Short-circuit new scan request since there are no enabled networks
01-01 00:31:18.149 D/wpa_supplicant(  540): wlan0: State: SCANNING -> INACTIVE
01-01 00:31:18.149 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:18.149 D/wpa_supplicant(  540): P2P: Add operating class 81
01-01 00:31:18.149 D/wpa_supplicant(  540): P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
01-01 00:31:18.149 D/wpa_supplicant(  540): P2P: Update channel list
01-01 00:31:18.159 D/wpa_supplicant(  540): P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
01-01 00:31:18.159 D/wpa_supplicant(  540): P2P: cli_channels:
01-01 00:31:18.159 D/wpa_supplicant(  540): P2P: indoor_channels:
01-01 00:31:18.159 D/wpa_supplicant(  540): wlan0: Determining shared radio frequencies (max len 1)
01-01 00:31:18.159 D/wpa_supplicant(  540): wlan0: Shared frequencies (len=0): completed iteration
01-01 00:31:18.159 D/wpa_supplicant(  540): p2p0: Updating scan results from sibling
01-01 00:31:18.159 D/wpa_supplicant(  540): nl80211: Received scan results (13 BSSes)
01-01 00:31:18.159 D/wpa_supplicant(  540): nl80211: Survey data missing
01-01 00:31:18.159 D/wpa_supplicant(  540): p2p0: BSS: Start scan result update 130
01-01 00:31:18.159 D/wpa_supplicant(  540): BSS: last_scan_res_used=13/32
01-01 00:31:18.159 D/wpa_supplicant(  540): p2p0: New scan results available (own=0 ext=0)
01-01 00:31:18.159 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:18.159 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:18.159 D/wpa_supplicant(  540): WPS: AP[0] 4c:e6:76:cc:61:5d type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:18.159 D/wpa_supplicant(  540): WPS: AP[1] 20:4e:7f:32:b9:78 type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:18.159 D/wpa_supplicant(  540): p2p0: No suitable network found
01-01 00:31:18.159 D/wpa_supplicant(  540): nl80211: wpa_driver_nl80211_event_receive->nl_recvmsgs failed: -11
01-01 00:31:18.159 D/wpa_supplicant(  540): wlan0: Control interface command 'BSS RANGE=0- MASK=0x21987'
01-01 00:31:20.319 W/CameraSource(  112): Timed out waiting for incoming camera video frames: 1098650215 us
01-01 00:31:21.299 W/AudioFlinger(  112): RecordThread: buffer overflow
01-01 00:31:21.299 W/AudioSource(  112): AudioRecord reported overrun!
01-01 00:31:23.319 W/CameraSource(  112): Timed out waiting for incoming camera video frames: 1098650215 us
01-01 00:31:23.419 D/KeyguardUpdateMonitor(  551): received broadcast android.intent.action.BATTERY_CHANGED
01-01 00:31:23.429 D/KeyguardUpdateMonitor(  551): handleBatteryUpdate
01-01 00:31:24.339 D/KeyguardViewMediator(  551): setHidden false
01-01 00:31:24.339 D/KeyguardUpdateMonitor(  551): sendKeyguardVisibilityChanged(true)
01-01 00:31:24.339 D/KeyguardUpdateMonitor(  551): handleKeyguardVisibilityChanged(1)
01-01 00:31:26.319 W/CameraSource(  112): Timed out waiting for incoming camera video frames: 1098650215 us
01-01 00:31:29.319 W/CameraSource(  112): Timed out waiting for incoming camera video frames: 1098650215 us
01-01 00:31:30.619 D/KeyguardViewMediator(  551): setHidden false
01-01 00:31:30.619 D/KeyguardUpdateMonitor(  551): sendKeyguardVisibilityChanged(true)
01-01 00:31:30.619 D/KeyguardUpdateMonitor(  551): handleKeyguardVisibilityChanged(1)
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: Control interface command 'SCAN'
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: Setting scan request: 0.000000 sec
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: State: INACTIVE -> SCANNING
01-01 00:31:31.629 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: Starting AP scan for wildcard SSID
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS: Building WPS IE for Probe Request
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Version (hardcoded 0x10)
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Request Type
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Config Methods (4288)
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * UUID-E
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Primary Device Type
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * RF Bands (1)
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Association State
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Configuration Error (0)
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Device Password ID (0)
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Manufacturer
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Model Name
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Model Number
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Device Name
01-01 00:31:31.629 D/wpa_supplicant(  540): WPS:  * Version2 (0x20)
01-01 00:31:31.629 D/wpa_supplicant(  540): P2P: * P2P IE header
01-01 00:31:31.629 D/wpa_supplicant(  540): P2P: * Capability dev=25 group=00
01-01 00:31:31.629 D/wpa_supplicant(  540): P2P: * Listen Channel: Regulatory Class 81 Channel 11
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: Add radio work 'scan'@0xb7f20140
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: First radio work item in the queue - schedule start immediately
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: Starting radio work 'scan'@0xb7f20140 after 0.000072 second wait
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: nl80211: scan request
01-01 00:31:31.629 D/wpa_supplicant(  540): Scan requested (ret=0) - scan timeout 30 seconds
01-01 00:31:31.629 D/wpa_supplicant(  540): nl80211: Drv Event 33 (NL80211_CMD_TRIGGER_SCAN) received for wlan0
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: nl80211: Scan trigger
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: Event SCAN_STARTED (49) received
01-01 00:31:31.629 D/wpa_supplicant(  540): wlan0: Own scan request started a scan in 0.000187 seconds
01-01 00:31:31.629 I/wpa_supplicant(  540): wlan0: CTRL-EVENT-SCAN-STARTED 
01-01 00:31:31.629 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:31.629 D/wpa_supplicant(  540): nl80211: wpa_driver_nl80211_event_receive->nl_recvmsgs failed: -11
01-01 00:31:32.249 D/wpa_supplicant(  540): nl80211: Drv Event 34 (NL80211_CMD_NEW_SCAN_RESULTS) received for wlan0
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: nl80211: New scan results available
01-01 00:31:32.249 D/wpa_supplicant(  540): nl80211: Scan probed for SSID ''
01-01 00:31:32.249 D/wpa_supplicant(  540): nl80211: Scan included frequencies: 2412 2417 2422 2427 2432 2437 2442 2447 2452 2457 2462 2467 2472
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: Event SCAN_RESULTS (3) received
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: Scan completed in 0.624060 seconds
01-01 00:31:32.249 D/wpa_supplicant(  540): nl80211: Received scan results (13 BSSes)
01-01 00:31:32.249 D/wpa_supplicant(  540): nl80211: Survey data missing
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: BSS: Start scan result update 131
01-01 00:31:32.249 D/wpa_supplicant(  540): BSS: last_scan_res_used=13/32
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: New scan results available (own=1 ext=0)
01-01 00:31:32.249 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:32.249 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:32.249 D/wpa_supplicant(  540): WPS: AP[0] 4c:e6:76:cc:61:5d type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:32.249 D/wpa_supplicant(  540): WPS: AP[1] 20:4e:7f:32:b9:78 type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: Radio work 'scan'@0xb7f20140 done in 0.627157 seconds
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: No suitable network found
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: Use normal scan instead of sched_scan for initial scans (normal_scans=1)
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: Short-circuit new scan request since there are no enabled networks
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: State: SCANNING -> INACTIVE
01-01 00:31:32.249 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:32.249 D/wpa_supplicant(  540): P2P: Add operating class 81
01-01 00:31:32.249 D/wpa_supplicant(  540): P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
01-01 00:31:32.249 D/wpa_supplicant(  540): P2P: Update channel list
01-01 00:31:32.249 D/wpa_supplicant(  540): P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
01-01 00:31:32.249 D/wpa_supplicant(  540): P2P: cli_channels:
01-01 00:31:32.249 D/wpa_supplicant(  540): P2P: indoor_channels:
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: Determining shared radio frequencies (max len 1)
01-01 00:31:32.249 D/wpa_supplicant(  540): wlan0: Shared frequencies (len=0): completed iteration
01-01 00:31:32.249 D/wpa_supplicant(  540): p2p0: Updating scan results from sibling
01-01 00:31:32.259 D/wpa_supplicant(  540): nl80211: Received scan results (13 BSSes)
01-01 00:31:32.259 D/wpa_supplicant(  540): nl80211: Survey data missing
01-01 00:31:32.259 D/wpa_supplicant(  540): p2p0: BSS: Start scan result update 131
01-01 00:31:32.259 D/wpa_supplicant(  540): BSS: last_scan_res_used=13/32
01-01 00:31:32.259 D/wpa_supplicant(  540): p2p0: New scan results available (own=0 ext=0)
01-01 00:31:32.259 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:32.259 D/wpa_supplicant(  540): CTRL_IFACE monitor sent successfully to /data/misc/wifi/sockets/wpa_ctrl_491-2\x00
01-01 00:31:32.259 D/wpa_supplicant(  540): WPS: AP[0] 4c:e6:76:cc:61:5d type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:32.259 D/wpa_supplicant(  540): WPS: AP[1] 20:4e:7f:32:b9:78 type=0 tries=0 last_attempt=-1 sec ago blacklist=0
01-01 00:31:32.259 D/wpa_supplicant(  540): p2p0: No suitable network found
01-01 00:31:32.259 D/wpa_supplicant(  540): nl80211: wpa_driver_nl80211_event_receive->nl_recvmsgs failed: -11
01-01 00:31:32.259 D/wpa_supplicant(  540): wlan0: Control interface command 'BSS RANGE=0- MASK=0x21987'
01-01 00:31:32.319 W/CameraSource(  112): Timed out waiting for incoming camera video frames: 1098650215 us
01-01 00:31:33.469 D/KeyguardUpdateMonitor(  551): received broadcast android.intent.action.BATTERY_CHANGED
01-01 00:31:33.479 D/KeyguardUpdateMonitor(  551): handleBatteryUpdate
01-01 00:31:33.569 D/dalvikvm(  491): GC_CONCURRENT freed 2137K, 17% free 11266K/13520K, paused 5ms+10ms, total 98ms
01-01 00:31:34.089 D/KeyguardViewMediator(  551): setHidden false
01-01 00:31:34.089 D/KeyguardUpdateMonitor(  551): sendKeyguardVisibilityChanged(true)
01-01 00:31:34.089 D/KeyguardUpdateMonitor(  551): handleKeyguardVisibilityChanged(1)
01-01 00:31:35.329 W/CameraSource(  112): Timed out waiting for incoming camera video frames: 1098650215 us
01-01 00:31:38.319 W/CameraSource(  112): Timed out waiting for incoming camera video frames: 1098650215 us
01-01 00:31:38.709 D/dalvikvm(  491): GC_CONCURRENT freed 199K, 19% free 11073K/13520K, paused 3ms+8ms, total 142ms
01-01 00:31:41.289 D/KeyguardViewMediator(  551): setHidden false
01-01 00:31:41.289 D/KeyguardUpdateMonitor(  551): sendKeyguardVisibilityChanged(true)
01-01 00:31:41.289 D/KeyguardUpdateMonitor(  551): handleKeyguardVisibilityChanged(1)
01-01 00:31:41.319 W/CameraSource(  112): Timed out waiting for incoming camera video frames: 1098650215 us
